fecha,pais,pais_code,socio,socio_code,exportaciones,importaciones,moneda_original
2016-03,Estados Unidos,US,Austria,AT,230762488.0,939967105.0,USD
2016-04,Estados Unidos,US,Austria,AT,227062696.0,923242593.0,USD
2016-05,Estados Unidos,US,Austria,AT,180834585.0,971738199.0,USD
2016-06,Estados Unidos,US,Austria,AT,266873076.0,920628959.0,USD
2016-07,Estados Unidos,US,Austria,AT,189805123.0,877004071.0,USD
2016-08,Estados Unidos,US,Austria,AT,211571748.0,929414993.0,USD
2016-09,Estados Unidos,US,Austria,AT,248867098.0,833076129.0,USD
2016-10,Estados Unidos,US,Austria,AT,208070990.0,907906285.0,USD
2016-11,Estados Unidos,US,Austria,AT,198738636.0,1037666995.0,USD
2016-12,Estados Unidos,US,Austria,AT,243488264.0,887022767.0,USD
2017-01,Estados Unidos,US,Austria,AT,848252248.0,810135623.0,USD
2017-02,Estados Unidos,US,Austria,AT,952483100.0,863556896.0,USD
2017-03,Estados Unidos,US,Austria,AT,288768151.0,1010785883.0,USD
2017-04,Estados Unidos,US,Austria,AT,239509526.0,987651585.0,USD
2017-05,Estados Unidos,US,Austria,AT,196953160.0,1041438347.0,USD
2017-06,Estados Unidos,US,Austria,AT,282497507.0,949509146.0,USD
2017-07,Estados Unidos,US,Austria,AT,208774343.0,962704086.0,USD
2017-08,Estados Unidos,US,Austria,AT,225016992.0,1013347292.0,USD
2017-09,Estados Unidos,US,Austria,AT,222590349.0,884607575.0,USD
2017-10,Estados Unidos,US,Austria,AT,220052177.0,1028116041.0,USD
2017-11,Estados Unidos,US,Austria,AT,241956500.0,1093564228.0,USD
2017-12,Estados Unidos,US,Austria,AT,347711236.0,1080107170.0,USD
2018-01,Estados Unidos,US,Austria,AT,296699731.0,898665070.0,USD
2018-02,Estados Unidos,US,Austria,AT,310452215.0,910005938.0,USD
2018-03,Estados Unidos,US,Austria,AT,240885553.0,1221036652.0,USD
2018-04,Estados Unidos,US,Austria,AT,206543353.0,1079018048.0,USD
2018-05,Estados Unidos,US,Austria,AT,444137571.0,1059723451.0,USD
2018-06,Estados Unidos,US,Austria,AT,306570657.0,1117270664.0,USD
2018-07,Estados Unidos,US,Austria,AT,227653876.0,1215766587.0,USD
2018-08,Estados Unidos,US,Austria,AT,259305049.0,1255670209.0,USD
2018-09,Estados Unidos,US,Austria,AT,280564631.0,1028976828.0,USD
2018-10,Estados Unidos,US,Austria,AT,321267944.0,1368984068.0,USD
2018-11,Estados Unidos,US,Austria,AT,265138323.0,1247097847.0,USD
2018-12,Estados Unidos,US,Austria,AT,404452645.0,1169393881.0,USD
2019-01,Estados Unidos,US,Austria,AT,374165268.0,905905443.0,USD
2019-02,Estados Unidos,US,Austria,AT,1026955123.0,930846372.0,USD
2019-03,Estados Unidos,US,Austria,AT,382362377.0,1121703735.0,USD
2019-04,Estados Unidos,US,Austria,AT,391336358.0,1154986318.0,USD
2019-05,Estados Unidos,US,Austria,AT,376320052.0,1202877050.0,USD
2019-06,Estados Unidos,US,Austria,AT,345763647.0,1357380956.0,USD
2019-07,Estados Unidos,US,Austria,AT,1205058378.0,1098600655.0,USD
2019-08,Estados Unidos,US,Austria,AT,331016384.0,1066222942.0,USD
2019-09,Estados Unidos,US,Austria,AT,334883731.0,968061549.0,USD
2019-10,Estados Unidos,US,Austria,AT,307263274.0,1144475420.0,USD
2019-11,Estados Unidos,US,Austria,AT,354045078.0,1139135137.0,USD
2019-12,Estados Unidos,US,Austria,AT,279666700.0,1074311698.0,USD
2020-01,Estados Unidos,US,Austria,AT,244068023.0,843138187.0,USD
2020-02,Estados Unidos,US,Austria,AT,250819385.0,834653299.0,USD
2020-03,Estados Unidos,US,Austria,AT,367744555.0,1163431045.0,USD
2020-04,Estados Unidos,US,Austria,AT,286020366.0,904940239.0,USD
2020-05,Estados Unidos,US,Austria,AT,258348038.0,699586571.0,USD
2020-06,Estados Unidos,US,Austria,AT,285081429.0,796437718.0,USD
2020-07,Estados Unidos,US,Austria,AT,229213081.0,917720827.0,USD
2020-08,Estados Unidos,US,Austria,AT,241422621.0,1084995856.0,USD
2020-09,Estados Unidos,US,Austria,AT,292646023.0,994751567.0,USD
2020-10,Estados Unidos,US,Austria,AT,320197908.0,1138867462.0,USD
2020-11,Estados Unidos,US,Austria,AT,331517440.0,1086559501.0,USD
2020-12,Estados Unidos,US,Austria,AT,322447948.0,1151590807.0,USD
2021-01,Estados Unidos,US,Austria,AT,236835869.0,997276009.0,USD
2021-02,Estados Unidos,US,Austria,AT,309907841.0,1016844320.0,USD
2021-03,Estados Unidos,US,Austria,AT,316337112.0,1241629295.0,USD
2021-04,Estados Unidos,US,Austria,AT,302998285.0,1275937536.0,USD
2021-05,Estados Unidos,US,Austria,AT,253816471.0,1213671767.0,USD
2021-06,Estados Unidos,US,Austria,AT,648503855.0,1159011752.0,USD
