fecha,sector_code,exportaciones,importaciones,balance,pais,pais_code,sector,moneda_original
2021-09,2,6917074821,3900349783,3016725038,Estados Unidos,US,Materiales crudos,USD
2021-10,2,11814319334,3741511671,8072807663,Estados Unidos,US,Materiales crudos,USD
2021-11,2,11166043393,4096798753,7069244640,Estados Unidos,US,Materiales crudos,USD
2021-12,2,9610985133,3801005098,5809980035,Estados Unidos,US,Materiales crudos,USD
2022-01,2,9168001046,4065547456,5102453590,Estados Unidos,US,Materiales crudos,USD
2022-02,2,8236085241,4089864089,4146221152,Estados Unidos,US,Materiales crudos,USD
2022-03,2,8732510614,4797455582,3935055032,Estados Unidos,US,Materiales crudos,USD
2022-04,2,9143967156,4880821842,4263145314,Estados Unidos,US,Materiales crudos,USD
2022-05,2,8795186664,5142087528,3653099136,Estados Unidos,US,Materiales crudos,USD
2022-06,2,8162467863,4712025815,3450442048,Estados Unidos,US,Materiales crudos,USD
2022-07,2,7872728236,4266597593,3606130643,Estados Unidos,US,Materiales crudos,USD
2022-08,2,8489847056,4355306011,4134541045,Estados Unidos,US,Materiales crudos,USD
2022-09,2,7453396208,3989500178,3463896030,Estados Unidos,US,Materiales crudos,USD
2022-10,2,11603316597,3742599558,7860717039,Estados Unidos,US,Materiales crudos,USD
2022-11,2,11204371427,3682782786,7521588641,Estados Unidos,US,Materiales crudos,USD
2022-12,2,10109089594,3241412493,6867677101,Estados Unidos,US,Materiales crudos,USD
2023-01,2,10463852687,3588146402,6875706285,Estados Unidos,US,Materiales crudos,USD
2023-02,2,8972308256,3348948950,5623359306,Estados Unidos,US,Materiales crudos,USD
2023-03,2,8009837150,3590274677,4419562473,Estados Unidos,US,Materiales crudos,USD
2023-04,2,7209614736,3633771079,3575843657,Estados Unidos,US,Materiales crudos,USD
2023-05,2,6364788039,3670297297,2694490742,Estados Unidos,US,Materiales crudos,USD
2023-06,2,5812501888,3380350838,2432151050,Estados Unidos,US,Materiales crudos,USD
2023-07,2,5817184276,3125240608,2691943668,Estados Unidos,US,Materiales crudos,USD
2023-08,2,6511563045,3101584439,3409978606,Estados Unidos,US,Materiales crudos,USD
2023-09,2,6516595638,3008222656,3508372982,Estados Unidos,US,Materiales crudos,USD
2023-10,2,10177645315,3205755816,6971889499,Estados Unidos,US,Materiales crudos,USD
2023-11,2,8792129267,2945955113,5846174154,Estados Unidos,US,Materiales crudos,USD
2023-12,2,7730976191,2921971407,4809004784,Estados Unidos,US,Materiales crudos,USD
2024-01,2,8099571141,3265244957,4834326184,Estados Unidos,US,Materiales crudos,USD
2024-02,2,8109726046,3255356088,4854369958,Estados Unidos,US,Materiales crudos,USD
2024-03,2,7350826919,3422581959,3928244960,Estados Unidos,US,Materiales crudos,USD
2024-04,2,6282233943,3591334952,2690898991,Estados Unidos,US,Materiales crudos,USD
2024-05,2,6295004926,3645191094,2649813832,Estados Unidos,US,Materiales crudos,USD
2024-06,2,5847228956,3246637046,2600591910,Estados Unidos,US,Materiales crudos,USD
2024-07,2,6382766242,3348825712,3033940530,Estados Unidos,US,Materiales crudos,USD
2024-08,2,6295996583,3375289492,2920707091,Estados Unidos,US,Materiales crudos,USD
2024-09,2,6828822162,3336125516,3492696646,Estados Unidos,US,Materiales crudos,USD
2024-10,2,9526237395,3368205666,6158031729,Estados Unidos,US,Materiales crudos,USD
2024-11,2,9898800616,3401868569,6496932047,Estados Unidos,US,Materiales crudos,USD
2024-12,2,8104884864,3289288931,4815595933,Estados Unidos,US,Materiales crudos,USD
2025-01,2,6884102572,3653218162,3230884410,Estados Unidos,US,Materiales crudos,USD
2025-02,2,6217511565,3308062455,2909449110,Estados Unidos,US,Materiales crudos,USD
2025-03,2,7081476458,3927320403,3154156055,Estados Unidos,US,Materiales crudos,USD
2025-04,2,6339925508,3674812284,2665113224,Estados Unidos,US,Materiales crudos,USD
2025-05,2,5937491223,3634580762,2302910461,Estados Unidos,US,Materiales crudos,USD
2025-06,2,5867744777,3193240502,2674504275,Estados Unidos,US,Materiales crudos,USD
2025-07,2,6120200234,3678645533,2441554701,Estados Unidos,US,Materiales crudos,USD
2025-08,2,6551176795,3076031897,3475144898,Estados Unidos,US,Materiales crudos,USD
2025-09,2,7048962901,2934874415,4114088486,Estados Unidos,US,Materiales crudos,USD
2025-10,2,7738574146,3118388197,4620185949,Estados Unidos,US,Materiales crudos,USD
2025-11,2,7348851189,2947480624,4401370565,Estados Unidos,US,Materiales crudos,USD
2010-01,3,5288452601,28074820436,-22786367835,Estados Unidos,US,Combustibles minerales,USD
2010-02,3,5189551353,26018193674,-20828642321,Estados Unidos,US,Combustibles minerales,USD
2010-03,3,6682415725,30612588882,-23930173157,Estados Unidos,US,Combustibles minerales,USD
2010-04,3,6987954619,31657457967,-24669503348,Estados Unidos,US,Combustibles minerales,USD
2010-05,3,6971433984,30375001976,-23403567992,Estados Unidos,US,Combustibles minerales,USD
2010-06,3,6185836465,30698462752,-24512626287,Estados Unidos,US,Combustibles minerales,USD
2010-07,3,6857440108,31113292732,-24255852624,Estados Unidos,US,Combustibles minerales,USD
2010-08,3,6766402466,31914557227,-25148154761,Estados Unidos,US,Combustibles minerales,USD
2010-09,3,6934542496,28991915700,-22057373204,Estados Unidos,US,Combustibles minerales,USD
2010-10,3,7503536719,27055739060,-19552202341,Estados Unidos,US,Combustibles minerales,USD
2010-11,3,7746173961,27363477362,-19617303401,Estados Unidos,US,Combustibles minerales,USD
2010-12,3,8334709367,31106598553,-22771889186,Estados Unidos,US,Combustibles minerales,USD
2011-01,3,9473341504,35010025877,-25536684373,Estados Unidos,US,Combustibles minerales,USD
2011-02,3,8351809758,29062381958,-20710572200,Estados Unidos,US,Combustibles minerales,USD
2011-03,3,10075647599,38763095003,-28687447404,Estados Unidos,US,Combustibles minerales,USD
2011-04,3,11229892706,37802863838,-26572971132,Estados Unidos,US,Combustibles minerales,USD
2011-05,3,11053668311,42470362095,-31416693784,Estados Unidos,US,Combustibles minerales,USD
2011-06,3,10221501941,42304669480,-32083167539,Estados Unidos,US,Combustibles minerales,USD
2011-07,3,11186323613,40190481726,-29004158113,Estados Unidos,US,Combustibles minerales,USD
2011-08,3,12044515213,40731569875,-28687054662,Estados Unidos,US,Combustibles minerales,USD
2011-09,3,11205978376,37740848959,-26534870583,Estados Unidos,US,Combustibles minerales,USD
2011-10,3,11483820146,34857446457,-23373626311,Estados Unidos,US,Combustibles minerales,USD
2011-11,3,11547378595,36821292035,-25273913440,Estados Unidos,US,Combustibles minerales,USD
2011-12,3,12429219682,38083518924,-25654299242,Estados Unidos,US,Combustibles minerales,USD
2012-01,3,10640203475,38155097746,-27514894271,Estados Unidos,US,Combustibles minerales,USD
2012-02,3,10477681137,32047063927,-21569382790,Estados Unidos,US,Combustibles minerales,USD
2012-03,3,12014043257,38866253390,-26852210133,Estados Unidos,US,Combustibles minerales,USD
2012-04,3,12054523266,38897635825,-26843112559,Estados Unidos,US,Combustibles minerales,USD
2012-05,3,11471319504,38637740996,-27166421492,Estados Unidos,US,Combustibles minerales,USD
2012-06,3,11044526344,35803807346,-24759281002,Estados Unidos,US,Combustibles minerales,USD
2012-07,3,10896102227,34832748017,-23936645790,Estados Unidos,US,Combustibles minerales,USD
2012-08,3,10816680862,35699989595,-24883308733,Estados Unidos,US,Combustibles minerales,USD
2012-09,3,11365310410,33344929163,-21979618753,Estados Unidos,US,Combustibles minerales,USD
2012-10,3,11637059217,35192755019,-23555695802,Estados Unidos,US,Combustibles minerales,USD
2012-11,3,11644167721,32618688162,-20974520441,Estados Unidos,US,Combustibles minerales,USD
2012-12,3,13077875461,29763546351,-16685670890,Estados Unidos,US,Combustibles minerales,USD
2013-01,3,10829006687,34048732195,-23219725508,Estados Unidos,US,Combustibles minerales,USD
2013-02,3,10792297755,28256456150,-17464158395,Estados Unidos,US,Combustibles minerales,USD
2013-03,3,11296602283,30686852685,-19390250402,Estados Unidos,US,Combustibles minerales,USD
2013-04,3,10760646152,32517634176,-21756988024,Estados Unidos,US,Combustibles minerales,USD
2013-05,3,11820754176,33915682700,-22094928524,Estados Unidos,US,Combustibles minerales,USD
2013-06,3,11793053008,31047485070,-19254432062,Estados Unidos,US,Combustibles minerales,USD
2013-07,3,13151718495,34625492794,-21473774299,Estados Unidos,US,Combustibles minerales,USD
2013-08,3,13020987332,33274351453,-20253364121,Estados Unidos,US,Combustibles minerales,USD
2013-09,3,12413382392,31962809954,-19549427562,Estados Unidos,US,Combustibles minerales,USD
2013-10,3,13776558070,32780667361,-19004109291,Estados Unidos,US,Combustibles minerales,USD
2013-11,3,13472542429,27558801920,-14086259491,Estados Unidos,US,Combustibles minerales,USD
2013-12,3,15626354557,29083240889,-13456886332,Estados Unidos,US,Combustibles minerales,USD
2014-01,3,13340635133,32260065873,-18919430740,Estados Unidos,US,Combustibles minerales,USD
2014-02,3,11614140297,28561513393,-16947373096,Estados Unidos,US,Combustibles minerales,USD
2014-03,3,13581967033,31311181726,-17729214693,Estados Unidos,US,Combustibles minerales,USD
2014-04,3,13234268036,32016797002,-18782528966,Estados Unidos,US,Combustibles minerales,USD
2014-05,3,14165836088,30655409909,-16489573821,Estados Unidos,US,Combustibles minerales,USD
2014-06,3,13532340248,29165907116,-15633566868,Estados Unidos,US,Combustibles minerales,USD
2014-07,3,14592979553,31889593019,-17296613466,Estados Unidos,US,Combustibles minerales,USD
2014-08,3,14311904247,28899012267,-14587108020,Estados Unidos,US,Combustibles minerales,USD
2014-09,3,12514010132,28078458134,-15564448002,Estados Unidos,US,Combustibles minerales,USD
2014-10,3,12177427203,27122479353,-14945052150,Estados Unidos,US,Combustibles minerales,USD
2014-11,3,11840316798,22308204379,-10467887581,Estados Unidos,US,Combustibles minerales,USD
2014-12,3,11349826831,25205207920,-13855381089,Estados Unidos,US,Combustibles minerales,USD
2015-01,3,9477807820,19909183482,-10431375662,Estados Unidos,US,Combustibles minerales,USD
2015-02,3,8272838536,15545053001,-7272214465,Estados Unidos,US,Combustibles minerales,USD
2015-03,3,8490054443,16227933987,-7737879544,Estados Unidos,US,Combustibles minerales,USD
2015-04,3,9560072862,16469381209,-6909308347,Estados Unidos,US,Combustibles minerales,USD
2015-05,3,10125174332,16472459856,-6347285524,Estados Unidos,US,Combustibles minerales,USD
2015-06,3,9339497493,18308628829,-8969131336,Estados Unidos,US,Combustibles minerales,USD
2015-07,3,9725050737,19039399768,-9314349031,Estados Unidos,US,Combustibles minerales,USD
2015-08,3,8328766659,16147336441,-7818569782,Estados Unidos,US,Combustibles minerales,USD
2015-09,3,7974996536,14753451196,-6778454660,Estados Unidos,US,Combustibles minerales,USD
2015-10,3,7852053042,12644410561,-4792357519,Estados Unidos,US,Combustibles minerales,USD
2015-11,3,7699675684,11965596924,-4265921240,Estados Unidos,US,Combustibles minerales,USD
2015-12,3,7801433627,13018204257,-5216770630,Estados Unidos,US,Combustibles minerales,USD
2016-01,3,6602875432,11380096489,-4777221057,Estados Unidos,US,Combustibles minerales,USD
2016-02,3,6027047263,9326346270,-3299299007,Estados Unidos,US,Combustibles minerales,USD
2016-03,3,7023687133,10164172476,-3140485343,Estados Unidos,US,Combustibles minerales,USD
2016-04,3,7174426428,10667998365,-3493571937,Estados Unidos,US,Combustibles minerales,USD
2016-05,3,8475347546,12012409259,-3537061713,Estados Unidos,US,Combustibles minerales,USD
2016-06,3,8290659222,14474587527,-6183928305,Estados Unidos,US,Combustibles minerales,USD
2016-07,3,7719556375,14129175233,-6409618858,Estados Unidos,US,Combustibles minerales,USD
2016-08,3,8039207940,15151233003,-7112025063,Estados Unidos,US,Combustibles minerales,USD
2016-09,3,7959183691,13847592494,-5888408803,Estados Unidos,US,Combustibles minerales,USD
2016-10,3,8019364095,13642271585,-5622907490,Estados Unidos,US,Combustibles minerales,USD
2016-11,3,8923041677,14408019299,-5484977622,Estados Unidos,US,Combustibles minerales,USD
2016-12,3,9663486011,14596565755,-4933079744,Estados Unidos,US,Combustibles minerales,USD
2017-01,3,10548192190,17258434861,-6710242671,Estados Unidos,US,Combustibles minerales,USD
2017-02,3,10852989966,15417171963,-4564181997,Estados Unidos,US,Combustibles minerales,USD
2017-03,3,10662937729,17018361676,-6355423947,Estados Unidos,US,Combustibles minerales,USD
2017-04,3,10892729298,15429529155,-4536799857,Estados Unidos,US,Combustibles minerales,USD
2017-05,3,11127399663,17278245841,-6150846178,Estados Unidos,US,Combustibles minerales,USD
2017-06,3,10635850585,16074614329,-5438763744,Estados Unidos,US,Combustibles minerales,USD
2017-07,3,11248817182,14949436615,-3700619433,Estados Unidos,US,Combustibles minerales,USD
2017-08,3,10398519703,16506147267,-6107627564,Estados Unidos,US,Combustibles minerales,USD
2017-09,3,11319935208,15033685155,-3713749947,Estados Unidos,US,Combustibles minerales,USD
2017-10,3,13527783837,16298971569,-2771187732,Estados Unidos,US,Combustibles minerales,USD
2017-11,3,13837555867,17190042890,-3352487023,Estados Unidos,US,Combustibles minerales,USD
2017-12,3,14403102095,16335780355,-1932678260,Estados Unidos,US,Combustibles minerales,USD
2018-01,3,13163782889,19866463846,-6702680957,Estados Unidos,US,Combustibles minerales,USD
2018-02,3,12959865290,15748961066,-2789095776,Estados Unidos,US,Combustibles minerales,USD
2018-03,3,14992976933,17787876193,-2794899260,Estados Unidos,US,Combustibles minerales,USD
2018-04,3,16007100914,18897535837,-2890434923,Estados Unidos,US,Combustibles minerales,USD
2018-05,3,16747761406,20544002380,-3796240974,Estados Unidos,US,Combustibles minerales,USD
2018-06,3,16762402823,21077462487,-4315059664,Estados Unidos,US,Combustibles minerales,USD
2018-07,3,17733274248,22628425542,-4895151294,Estados Unidos,US,Combustibles minerales,USD
2018-08,3,16042310695,22621210172,-6578899477,Estados Unidos,US,Combustibles minerales,USD
2018-09,3,16206353733,20122705924,-3916352191,Estados Unidos,US,Combustibles minerales,USD
2018-10,3,18401479943,20760032570,-2358552627,Estados Unidos,US,Combustibles minerales,USD
2018-11,3,16868788510,17111940540,-243152030,Estados Unidos,US,Combustibles minerales,USD
2018-12,3,16263866005,15579043568,684822437,Estados Unidos,US,Combustibles minerales,USD
2019-01,3,15792287935,15621356274,170931661,Estados Unidos,US,Combustibles minerales,USD
2019-02,3,14641025489,13601603197,1039422292,Estados Unidos,US,Combustibles minerales,USD
2019-03,3,16370406357,16697257108,-326850751,Estados Unidos,US,Combustibles minerales,USD
2019-04,3,16886625479,18597549145,-1710923666,Estados Unidos,US,Combustibles minerales,USD
2019-05,3,17096019488,20888350441,-3792330953,Estados Unidos,US,Combustibles minerales,USD
2019-06,3,16509417456,17617329352,-1107911896,Estados Unidos,US,Combustibles minerales,USD
2019-07,3,16078846614,19106166400,-3027319786,Estados Unidos,US,Combustibles minerales,USD
2019-08,3,16269917018,16992994360,-723077342,Estados Unidos,US,Combustibles minerales,USD
2019-09,3,16324013066,15158837919,1165175147,Estados Unidos,US,Combustibles minerales,USD
2019-10,3,17488013550,15793666067,1694347483,Estados Unidos,US,Combustibles minerales,USD
2019-11,3,16980538242,14281868410,2698669832,Estados Unidos,US,Combustibles minerales,USD
2019-12,3,18980456756,16471915969,2508540787,Estados Unidos,US,Combustibles minerales,USD
2020-01,3,18067424310,15869047439,2198376871,Estados Unidos,US,Combustibles minerales,USD
2020-02,3,16233937514,13412662489,2821275025,Estados Unidos,US,Combustibles minerales,USD
2020-03,3,14657751662,11789296899,2868454763,Estados Unidos,US,Combustibles minerales,USD
2020-04,3,9696595846,6493889406,3202706440,Estados Unidos,US,Combustibles minerales,USD
2020-05,3,7955067769,6496302153,1458765616,Estados Unidos,US,Combustibles minerales,USD
2020-06,3,9333615216,8122337241,1211277975,Estados Unidos,US,Combustibles minerales,USD
2020-07,3,11567438506,9332077451,2235361055,Estados Unidos,US,Combustibles minerales,USD
2020-08,3,11960449852,10254555868,1705893984,Estados Unidos,US,Combustibles minerales,USD
2020-09,3,11761224877,9883337493,1877887384,Estados Unidos,US,Combustibles minerales,USD
2020-10,3,12211120945,9919920389,2291200556,Estados Unidos,US,Combustibles minerales,USD
2020-11,3,12638914174,9730839196,2908074978,Estados Unidos,US,Combustibles minerales,USD
2020-12,3,15412198653,11181573782,4230624871,Estados Unidos,US,Combustibles minerales,USD
2021-01,3,15375787644,12360719283,3015068361,Estados Unidos,US,Combustibles minerales,USD
2021-02,3,16524175083,12680983082,3843192001,Estados Unidos,US,Combustibles minerales,USD
2021-03,3,16973309260,15937054364,1036254896,Estados Unidos,US,Combustibles minerales,USD
2021-04,3,17639933498,16058692114,1581241384,Estados Unidos,US,Combustibles minerales,USD
2021-05,3,18689685021,17802817919,886867102,Estados Unidos,US,Combustibles minerales,USD
2021-06,3,20688041120,19389949654,1298091466,Estados Unidos,US,Combustibles minerales,USD
2021-07,3,20025083637,19935966182,89117455,Estados Unidos,US,Combustibles minerales,USD
2021-08,3,21575299259,19993533524,1581765735,Estados Unidos,US,Combustibles minerales,USD
2021-09,3,19436878061,19934328893,-497450832,Estados Unidos,US,Combustibles minerales,USD
2021-10,3,23214347511,19714377489,3499970022,Estados Unidos,US,Combustibles minerales,USD
2021-11,3,25125123625,21707616386,3417507239,Estados Unidos,US,Combustibles minerales,USD
2021-12,3,25463987484,20218308558,5245678926,Estados Unidos,US,Combustibles minerales,USD
2022-01,3,25317123999,20777104388,4540019611,Estados Unidos,US,Combustibles minerales,USD
2022-02,3,25236127636,21206865356,4029262280,Estados Unidos,US,Combustibles minerales,USD
2022-03,3,31916515467,25978443594,5938071873,Estados Unidos,US,Combustibles minerales,USD
2022-04,3,34602146931,26730200755,7871946176,Estados Unidos,US,Combustibles minerales,USD
2022-05,3,35819343013,30512741465,5306601548,Estados Unidos,US,Combustibles minerales,USD
2022-06,3,37200832331,31857695630,5343136701,Estados Unidos,US,Combustibles minerales,USD
2022-07,3,36020298495,31198651684,4821646811,Estados Unidos,US,Combustibles minerales,USD
2022-08,3,35066870956,28820795667,6246075289,Estados Unidos,US,Combustibles minerales,USD
2022-09,3,33440922027,24255833544,9185088483,Estados Unidos,US,Combustibles minerales,USD
2022-10,3,31200885303,23274888131,7925997172,Estados Unidos,US,Combustibles minerales,USD
2022-11,3,30113745300,23063837274,7049908026,Estados Unidos,US,Combustibles minerales,USD
2022-12,3,29947734021,22677645249,7270088772,Estados Unidos,US,Combustibles minerales,USD
2023-01,3,27671502316,23214706195,4456796121,Estados Unidos,US,Combustibles minerales,USD
2023-02,3,25440543618,19953702374,5486841244,Estados Unidos,US,Combustibles minerales,USD
2023-03,3,29683747106,20304319580,9379427526,Estados Unidos,US,Combustibles minerales,USD
2023-04,3,26147213898,19675405256,6471808642,Estados Unidos,US,Combustibles minerales,USD
2023-05,3,25880148780,20643790874,5236357906,Estados Unidos,US,Combustibles minerales,USD
2023-06,3,24080283873,19678558412,4401725461,Estados Unidos,US,Combustibles minerales,USD
2023-07,3,26071635076,20172936468,5898698608,Estados Unidos,US,Combustibles minerales,USD
2023-08,3,28593133205,22965512934,5627620271,Estados Unidos,US,Combustibles minerales,USD
2023-09,3,28252578850,21861742109,6390836741,Estados Unidos,US,Combustibles minerales,USD
2023-10,3,29197023445,21059975311,8137048134,Estados Unidos,US,Combustibles minerales,USD
2023-11,3,27306851500,21486205446,5820646054,Estados Unidos,US,Combustibles minerales,USD
2023-12,3,29416293819,20578734524,8837559295,Estados Unidos,US,Combustibles minerales,USD
2024-01,3,26051982649,20555241964,5496740685,Estados Unidos,US,Combustibles minerales,USD
2024-02,3,26951343610,17956592509,8994751101,Estados Unidos,US,Combustibles minerales,USD
2024-03,3,28032696954,19162887942,8869809012,Estados Unidos,US,Combustibles minerales,USD
2024-04,3,26100095788,21568034785,4532061003,Estados Unidos,US,Combustibles minerales,USD
2024-05,3,26776122025,23229157974,3546964051,Estados Unidos,US,Combustibles minerales,USD
2024-06,3,27146126459,21412874717,5733251742,Estados Unidos,US,Combustibles minerales,USD
2024-07,3,27719072650,23528517722,4190554928,Estados Unidos,US,Combustibles minerales,USD
2024-08,3,27059664106,20646620369,6413043737,Estados Unidos,US,Combustibles minerales,USD
2024-09,3,24658173045,18862128289,5796044756,Estados Unidos,US,Combustibles minerales,USD
2024-10,3,25402250617,18095862262,7306388355,Estados Unidos,US,Combustibles minerales,USD
2024-11,3,26607516456,17391009146,9216507310,Estados Unidos,US,Combustibles minerales,USD
2024-12,3,26884694617,18575828796,8308865821,Estados Unidos,US,Combustibles minerales,USD
2025-01,3,26992275681,19453535816,7538739865,Estados Unidos,US,Combustibles minerales,USD
2025-02,3,25553408554,17408185098,8145223456,Estados Unidos,US,Combustibles minerales,USD
2025-03,3,27442550850,18188370514,9254180336,Estados Unidos,US,Combustibles minerales,USD
2025-04,3,25309581377,17224357287,8085224090,Estados Unidos,US,Combustibles minerales,USD
2025-05,3,24169961080,17585438733,6584522347,Estados Unidos,US,Combustibles minerales,USD
2025-06,3,24818891078,16968507139,7850383939,Estados Unidos,US,Combustibles minerales,USD
2025-07,3,24978685266,17841649833,7137035433,Estados Unidos,US,Combustibles minerales,USD
2025-08,3,25462416200,17994380932,7468035268,Estados Unidos,US,Combustibles minerales,USD
2025-09,3,25667235353,16961292454,8705942899,Estados Unidos,US,Combustibles minerales,USD
2025-10,3,25433257276,15492531848,9940725428,Estados Unidos,US,Combustibles minerales,USD
2025-11,3,25758800295,13949508169,11809292126,Estados Unidos,US,Combustibles minerales,USD
2010-01,4,381829277,328268404,53560873,Estados Unidos,US,Aceites y grasas,USD
2010-02,4,379294395,295555304,83739091,Estados Unidos,US,Aceites y grasas,USD
2010-03,4,373311297,291376897,81934400,Estados Unidos,US,Aceites y grasas,USD
2010-04,4,278306927,352382793,-74075866,Estados Unidos,US,Aceites y grasas,USD
2010-05,4,281043644,373033939,-91990295,Estados Unidos,US,Aceites y grasas,USD
2010-06,4,251573405,338030582,-86457177,Estados Unidos,US,Aceites y grasas,USD
2010-07,4,278855011,401933172,-123078161,Estados Unidos,US,Aceites y grasas,USD
2010-08,4,383127288,385792110,-2664822,Estados Unidos,US,Aceites y grasas,USD
2010-09,4,299732854,344558801,-44825947,Estados Unidos,US,Aceites y grasas,USD
2010-10,4,421655092,324987933,96667159,Estados Unidos,US,Aceites y grasas,USD
2010-11,4,449758113,377573613,72184500,Estados Unidos,US,Aceites y grasas,USD
2010-12,4,502779764,418541239,84238525,Estados Unidos,US,Aceites y grasas,USD
2011-01,4,543357828,416737041,126620787,Estados Unidos,US,Aceites y grasas,USD
2011-02,4,390351059,496702030,-106350971,Estados Unidos,US,Aceites y grasas,USD
2011-03,4,559302591,588596765,-29294174,Estados Unidos,US,Aceites y grasas,USD
2011-04,4,364218567,543345649,-179127082,Estados Unidos,US,Aceites y grasas,USD
2011-05,4,316643467,538242943,-221599476,Estados Unidos,US,Aceites y grasas,USD
2011-06,4,318741476,582251566,-263510090,Estados Unidos,US,Aceites y grasas,USD
2011-07,4,301760849,662217471,-360456622,Estados Unidos,US,Aceites y grasas,USD
2011-08,4,374754990,514995460,-140240470,Estados Unidos,US,Aceites y grasas,USD
2011-09,4,432350297,465430176,-33079879,Estados Unidos,US,Aceites y grasas,USD
2011-10,4,369789946,611206084,-241416138,Estados Unidos,US,Aceites y grasas,USD
2011-11,4,340289044,552073133,-211784089,Estados Unidos,US,Aceites y grasas,USD
2011-12,4,243301301,487384222,-244082921,Estados Unidos,US,Aceites y grasas,USD
2012-01,4,372415386,524016205,-151600819,Estados Unidos,US,Aceites y grasas,USD
2012-02,4,334484919,470950521,-136465602,Estados Unidos,US,Aceites y grasas,USD
2012-03,4,263766324,566274454,-302508130,Estados Unidos,US,Aceites y grasas,USD
2012-04,4,328043464,483368197,-155324733,Estados Unidos,US,Aceites y grasas,USD
2012-05,4,359798522,466131370,-106332848,Estados Unidos,US,Aceites y grasas,USD
2012-06,4,277847344,466961383,-189114039,Estados Unidos,US,Aceites y grasas,USD
2012-07,4,347642320,547826710,-200184390,Estados Unidos,US,Aceites y grasas,USD
2012-08,4,368145334,495347216,-127201882,Estados Unidos,US,Aceites y grasas,USD
2012-09,4,282950724,478559989,-195609265,Estados Unidos,US,Aceites y grasas,USD
2012-10,4,412493901,481450792,-68956891,Estados Unidos,US,Aceites y grasas,USD
2012-11,4,390567738,426630809,-36063071,Estados Unidos,US,Aceites y grasas,USD
2012-12,4,457122710,448926806,8195904,Estados Unidos,US,Aceites y grasas,USD
2013-01,4,395473178,464422293,-68949115,Estados Unidos,US,Aceites y grasas,USD
2013-02,4,410365674,397870069,12495605,Estados Unidos,US,Aceites y grasas,USD
2013-03,4,287897825,526268426,-238370601,Estados Unidos,US,Aceites y grasas,USD
2013-04,4,292612678,542920742,-250308064,Estados Unidos,US,Aceites y grasas,USD
2013-05,4,231668566,472830161,-241161595,Estados Unidos,US,Aceites y grasas,USD
2013-06,4,231991074,463188770,-231197696,Estados Unidos,US,Aceites y grasas,USD
2013-07,4,185049772,493710393,-308660621,Estados Unidos,US,Aceites y grasas,USD
2013-08,4,233150456,472171424,-239020968,Estados Unidos,US,Aceites y grasas,USD
2013-09,4,249892203,443917025,-194024822,Estados Unidos,US,Aceites y grasas,USD
2013-10,4,228202874,481317146,-253114272,Estados Unidos,US,Aceites y grasas,USD
2013-11,4,284294949,498327914,-214032965,Estados Unidos,US,Aceites y grasas,USD
2013-12,4,313794004,410513876,-96719872,Estados Unidos,US,Aceites y grasas,USD
2014-01,4,330731022,490218742,-159487720,Estados Unidos,US,Aceites y grasas,USD
2014-02,4,250258053,365651238,-115393185,Estados Unidos,US,Aceites y grasas,USD
2014-03,4,277479858,528527513,-251047655,Estados Unidos,US,Aceites y grasas,USD
2014-04,4,255531823,508153804,-252621981,Estados Unidos,US,Aceites y grasas,USD
2014-05,4,224232024,473438613,-249206589,Estados Unidos,US,Aceites y grasas,USD
2014-06,4,244118388,501869947,-257751559,Estados Unidos,US,Aceites y grasas,USD
2014-07,4,263521467,543070976,-279549509,Estados Unidos,US,Aceites y grasas,USD
2014-08,4,213822772,504481585,-290658813,Estados Unidos,US,Aceites y grasas,USD
2014-09,4,220131535,448995828,-228864293,Estados Unidos,US,Aceites y grasas,USD
2014-10,4,230817881,570606313,-339788432,Estados Unidos,US,Aceites y grasas,USD
2014-11,4,242379569,414849516,-172469947,Estados Unidos,US,Aceites y grasas,USD
2014-12,4,229677153,428613249,-198936096,Estados Unidos,US,Aceites y grasas,USD
2015-01,4,260945220,450222747,-189277527,Estados Unidos,US,Aceites y grasas,USD
2015-02,4,203820290,378464101,-174643811,Estados Unidos,US,Aceites y grasas,USD
2015-03,4,263799294,496787946,-232988652,Estados Unidos,US,Aceites y grasas,USD
2015-04,4,213343603,529788153,-316444550,Estados Unidos,US,Aceites y grasas,USD
2015-05,4,181620075,456219160,-274599085,Estados Unidos,US,Aceites y grasas,USD
2015-06,4,229690011,543505969,-313815958,Estados Unidos,US,Aceites y grasas,USD
2015-07,4,173941858,492607723,-318665865,Estados Unidos,US,Aceites y grasas,USD
2015-08,4,253753353,500376675,-246623322,Estados Unidos,US,Aceites y grasas,USD
2015-09,4,226093799,491328420,-265234621,Estados Unidos,US,Aceites y grasas,USD
2015-10,4,234106183,481783718,-247677535,Estados Unidos,US,Aceites y grasas,USD
2015-11,4,246107392,394045850,-147938458,Estados Unidos,US,Aceites y grasas,USD
2015-12,4,298265583,449091939,-150826356,Estados Unidos,US,Aceites y grasas,USD
2016-01,4,210283655,454089473,-243805818,Estados Unidos,US,Aceites y grasas,USD
2016-02,4,180070605,439509944,-259439339,Estados Unidos,US,Aceites y grasas,USD
2016-03,4,252142112,520645617,-268503505,Estados Unidos,US,Aceites y grasas,USD
2016-04,4,202758670,455790576,-253031906,Estados Unidos,US,Aceites y grasas,USD
2016-05,4,216893254,496107530,-279214276,Estados Unidos,US,Aceites y grasas,USD
